#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
5635,13,https://lawyernomics.avvo.com/legal-marketing/seo/much-will-cost-rank-website.html,"How Much Will It Cost to Rank My Website?",42,25,https://www.searchmetrics.com/en/services/ranking-factors-2013/,Dofollow,"+1s and rankings . Searchmetrics had similar findings in its","ranking factors survey",". The reason behind this correlation lies in the fact",404,"2020-09-28 23:23:18","2020-06-20 22:35:59"
5636,13,https://lawyernomics.avvo.com/legal-marketing/seo/whats-in-a-name-choosing-the-right-domain.html,"What's in a Name? Choosing the Right Domain",36,18,https://www.searchmetrics.com/en/services/ranking-factors-2013/,Dofollow,"lose your domain’s marketing value. Many SEOs will point to","correlation studies","when looking at length of domain names, but don’t confuse",404,"2020-09-28 23:23:18","2020-06-21 17:56:02"
5637,13,https://lawyernomics.avvo.com/practice-management/asking-for-more-clients-and-greater-internet-success.html,"Asking for more clients and greater Internet success",36,17,https://www.michiganautolaw.com/personal-injuries/index.php,Dofollow,"of “tort-reform” propaganda by insurance companies and certain manufacturers), most","injury lawyers","want to help people and do the right thing. But",404,"2020-09-17 09:26:41","2020-06-20 23:28:08"
5638,13,https://lawyernomics.avvo.com/practice-management/best-apps-for-lawyers-tethered-desk.html,"The best apps for lawyers not tethered to a desk",33,43,https://play.google.com/store/apps/details?id=com.fsp.android.phonetracker,Dofollow,"iPhone app for Apple and Find My Phone app for",Android,"are great apps to begin with for security-minded lawyers. Of",404,"2020-09-28 15:52:42","2020-06-19 17:29:20"
5639,13,https://lawyernomics.avvo.com/practice-management/how-astrid-app-convinced-me-to-keep-my-iphone.html,"How Astrid App Convinced Me To Keep My iPhone | Lawyernomics",42,21,https://apps.apple.com/us/app/goodreader-for-ipad/id363448914,Dofollow,"This was how I discovered",Goodreader,", a PDF reader and file manager. Goodreader allows me",404,"2020-09-18 08:34:07","2020-06-20 23:19:45"
5640,13,https://lawyernomics.avvo.com/practice-management/networking/women-lawyers-wearing-pants-part-iii.html,"Women lawyers wearing pants: part III | Lawyernomics",42,19,http://www.nawl.org/p/bl/et/blogid=10?blogaid=56,Dofollow,"Unfortunately, the same seniority that has contributed to the","lack of advancement of women in the legal workplace","has also made many of them the kings of their",404,"2020-09-23 07:41:08","2020-06-27 07:01:33"
5640,13,https://lawyernomics.avvo.com/practice-management/networking/women-lawyers-wearing-pants-part-iii.html,"Women lawyers wearing pants: part III | Lawyernomics",42,19,https://www.eckertseamans.com/directory.aspx?View=Detail&DirectoryID=664,Dofollow,"it was and we went along with it. In fact,","Roberta (Bobbi) Jacobs-Meadway",", an advocate for gender equality and recipient of the",404,"2020-09-11 05:19:14","2020-06-27 07:01:33"
5641,13,https://stories.avvo.com/author/andrewdickens,"Andrew Dickens, Author at AvvoStories",44,23,https://www.dickenslawgroup.com/stop-foreclosure,Dofollow,"the entire state of North Carolina with a focus on","foreclosure prevention",", landlord-tenant representation, and other general real estate matters.",404,"2020-09-29 17:18:46","2020-06-20 12:28:45"
5641,13,https://stories.avvo.com/author/andrewdickens,"Andrew Dickens, Author at AvvoStories",44,23,https://www.dickenslawgroup.com/,Dofollow,"a North Carolina real estate attorney and the founder of","Dickens Law Group",". During his career, Andrew has worked side by side",404,"2020-09-28 10:21:23","2020-06-20 12:28:45"
5642,13,https://stories.avvo.com/author/galexander/page/10,"Gemma Alexander, Author at AvvoStories - Page 10 of 13",58,22,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 18:18:59"
5643,13,https://stories.avvo.com/author/galexander/page/11,"Gemma Alexander, Author at AvvoStories - Page 11 of 13",57,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-20 23:42:51"
5644,13,https://stories.avvo.com/author/galexander/page/12,"Gemma Alexander, Author at AvvoStories - Page 12 of 13",59,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 00:36:27"
5645,13,https://stories.avvo.com/author/galexander/page/13,"Gemma Alexander, Author at AvvoStories - Page 13 of 13",53,22,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-20 12:29:13"
5646,13,https://stories.avvo.com/author/galexander/page/2,"Gemma Alexander, Author at AvvoStories - Page 2 of 13",56,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-20 17:55:21"
5647,13,https://stories.avvo.com/author/galexander/page/3,"Gemma Alexander, Author at AvvoStories - Page 3 of 13",57,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 00:07:30"
5648,13,https://stories.avvo.com/author/galexander/page/4,"Gemma Alexander, Author at AvvoStories - Page 4 of 13",59,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-20 23:29:11"
5649,13,https://stories.avvo.com/author/galexander/page/5,"Gemma Alexander, Author at AvvoStories - Page 5 of 13",58,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 00:50:09"
5650,13,https://stories.avvo.com/author/galexander/page/6,"Gemma Alexander, Author at AvvoStories - Page 6 of 13",58,22,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 17:58:33"
5651,13,https://stories.avvo.com/author/galexander/page/7,"Gemma Alexander, Author at AvvoStories - Page 7 of 13",58,23,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 02:08:59"
5652,13,https://stories.avvo.com/author/galexander/page/8,"Gemma Alexander, Author at AvvoStories - Page 8 of 13",58,22,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 18:27:06"
5653,13,https://stories.avvo.com/author/galexander/page/9,"Gemma Alexander, Author at AvvoStories - Page 9 of 13",58,22,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-21 18:18:51"
5654,13,https://stories.avvo.com/children-2/how-to-request-a-paternity-test.html,"How to Request a Paternity Test | NakedLaw",53,12,https://americanpregnancy.org/prenataltesting/paternitytesting.html,Dofollow,"states have laws requiring unmarried couples to fill out an","Acknowledgment of Paternity","form at the hospital to legally establish who the father",404,"2020-09-30 17:52:15","2020-06-22 20:55:35"
5655,13,https://stories.avvo.com/children-2/more-schools-randomly-testing-students-for-alcohol-and-drugs.html,"Schools Randomly Testing Students for Alcohol and Drugs | NakedLaw",45,25,https://www.drugabuse.gov/publications/drugfacts/high-school-youth-trends,Dofollow,"Schools also believe they have a duty to combat the","drug problem among teens",", which has seen a rise in marijuana, synthetic marijuana,",404,"2020-09-26 01:13:38","2020-06-21 18:30:31"
5656,13,https://stories.avvo.com/children-2/paying-for-college-before-you-go.html,"Paying for college: Before you go (Part 1 of 3)",54,23,https://www.irs.gov/uac/529-Plans:-Questions-and-Answers,Dofollow,"One option is a standard","529 plan",", which allows adults to save money for their child’s",404,"2020-09-29 23:40:14","2020-06-27 07:02:42"
5657,13,https://stories.avvo.com/children-2/when-schools-take-zero-tolerance-too-far.html,"When schools take zero tolerance too far - AvvoStories",66,28,https://www.wsoctv.com/news/news/mother-says-son-was-suspended-for-calling-teacher-/nGRPq/,Dofollow,"A substitute teacher overheard the comments, and Emanyea received a","two-day suspension for sexual harassment",.,404,"2020-09-28 23:20:15","2020-06-20 04:03:34"
5657,13,https://stories.avvo.com/children-2/when-schools-take-zero-tolerance-too-far.html,"When schools take zero tolerance too far - AvvoStories",66,28,https://www.abcactionnews.com/news/local-news/love-note-lands-fourth-grade-student-in-principals-office,Dofollow,"if he writes another note, they are going to file","sexual harassment charges on my 9-year-old",",” said his mom, adding, “My 9-year-old doesn’t even know",404,"2020-09-25 15:12:15","2020-06-20 04:03:34"
5658,13,https://stories.avvo.com/consumer-protection/4-tips-to-track-your-social-footprint.html,"4 Tips to Track Your Social Footprint - AvvoStories",49,17,http://www.reclaimprivacy.org/,Dofollow,,"Reclaim Privacy",,404,"2020-09-26 18:51:22","2020-06-21 00:55:54"
5659,13,https://stories.avvo.com/consumer-protection/5-laws-that-are-ruining-our-kids-childhoods.html,"5 Laws That Are Ruining Our Kids’ Childhoods - AvvoStories",47,37,https://www.iihs.org/laws/ChildRestraint.aspx,Dofollow,"that car seats were just for infants and toddlers. Now,","in every state",", children as old as 8 (if you live in",404,"2020-10-01 18:26:50","2020-06-20 07:10:34"
5659,13,https://stories.avvo.com/consumer-protection/5-laws-that-are-ruining-our-kids-childhoods.html,"5 Laws That Are Ruining Our Kids’ Childhoods - AvvoStories",47,37,https://www.wpxi.com/news/18469160/detail.html,Dofollow,"against the people they are designed to protect? Last year,","prosecutors charged six Pennsylvania teens","with child pornography after they texted naked pictures to each",404,"2020-09-27 04:57:27","2020-06-20 07:10:34"
5660,13,https://stories.avvo.com/consumer-protection/6-factors-determine-unpaid-internship-legal.html,"6 factors that determine if an unpaid internship is legal",57,12,https://www.dol.gov/whd/flsa/,Dofollow,"even one, you may qualify for employee status under the","Fair Labor Standards Act","(FLSA), and be entitled to all the benefits and protections",404,"2020-09-28 21:23:01","2020-06-20 22:48:28"
5661,13,https://stories.avvo.com/consumer-protection/amazon-sues-over-fake-reviews.html,"Amazon sues over fake reviews - AvvoStories",58,16,https://gemmadeealexander.wordpress.com/,Dofollow,"and at a landfill. See other things she has written",here.,,0,"2020-09-28 14:25:13","2020-06-20 22:47:15"
5662,13,https://stories.avvo.com/consumer-protection/black-friday-shoppers-dont-make-these-5-credit-mistakes.html,"Don't Make These 5 Credit Mistakes on Black Friday",47,19,https://www.cbsnews.com/8301-505146_162-57365965/4-reasons-to-use-credit-cards-versus-debit-cards/,Dofollow,"Credit cards can be","great for building credit",", getting extra savings (with store-specific cards) and earning rewards",404,"2020-09-14 19:20:51","2020-06-22 18:20:02"
5663,13,https://stories.avvo.com/consumer-protection/can-i-share-that-cookie-recipe-legally.html,"Can I share that cookie recipe—legally? - AvvoStories",55,19,https://www.copyright.gov/fls/fl122.html,Dofollow,"definitely can be copyrighted is the instructions. According to the","US Copyright Office",", the instructions can have a copyright if they are",404,"2020-10-01 01:37:00","2020-06-20 22:40:36"
5663,13,https://stories.avvo.com/consumer-protection/can-i-share-that-cookie-recipe-legally.html,"Can I share that cookie recipe—legally? - AvvoStories",55,19,http://paleomagazine.com/recipe-copyright/,Dofollow,"Anytime anyone writes something, they own the",copyright,"as soon as they put the words on the paper",404,"2020-09-26 10:13:28","2020-06-20 22:40:36"
5664,13,https://stories.avvo.com/consumer-protection/car-safety-for-your-kids.html,"Car Safety for Your Kids | NakedLaw by Avvo",46,24,https://www.nhtsa.gov/Safety/Ease-of-Use,Dofollow,"convenience than safety. The NHTSA has a guide based on","ease of use","that ranks car seats from 1 to 5 stars. Consumer",404,"2020-09-23 02:34:10","2020-06-21 19:33:49"
5665,13,https://stories.avvo.com/consumer-protection/counterfeit-products-bargain-or-pricey-mistake.html,"Counterfeit Products: Bargain, or Pricey Mistake?",44,19,https://www.fbi.gov/news/stories/2014/january/counterfeit-cosmetics-fragrances-hazardous-to-your-health,Dofollow,"Aside from their poor quality, what’s frightening is that","fake cosmetics and perfumes can be dangerous",". Knockoff makeup may contain a number of known carcinogenic",404,"2020-09-26 09:45:43","2020-06-21 18:42:59"
5666,13,https://stories.avvo.com/consumer-protection/five-avoidable-causes-of-bankruptcy.html,"5 Avoidable Causes of Bankruptcy | NakedLaw by Avvo.com",53,21,https://www.foxbusiness.com/personal-finance/2012/06/01/why-overspend/,Dofollow,"In 2009, the Census Bureau",reported,"that Americans spend $1.33 for every dollar earned. Consumer borrowing",404,"2020-09-15 05:27:24","2020-06-21 19:22:26"
5667,13,https://stories.avvo.com/consumer-protection/halloween-costumes-that-can-hurt-you.html,"Halloween Costumes That Can Kill You - AvvoStories",48,18,"https://time.com/time/nation/article/0,8599,1933329,00.html",Dofollow,"for Halloween costumes, which means nobody else can see you.","Getting hit by a car","is the second most common Halloween mishap (behind catching on",404,"2020-09-28 10:35:37","2020-06-21 01:35:39"
5667,13,https://stories.avvo.com/consumer-protection/halloween-costumes-that-can-hurt-you.html,"Halloween Costumes That Can Kill You - AvvoStories",48,18,https://www.cpsc.gov/cpscpub/prerel/prhtml11/11026.html,Dofollow,"This may be obvious, but","do not be tempted to use a real weapon",", or even a letter opener for that matter, as",404,"2020-09-17 00:14:44","2020-06-21 01:35:39"
5668,13,https://stories.avvo.com/consumer-protection/has-bp-poisoned-your-favorite-seafood.html,"Has BP Poisoned Your Favorite Seafood? - AvvoStories",45,26,http://www.cbsnews.com/8301-505123_162-44040932/gulf-oil-spill-how-bps-dispersants-may-contaminate-seafood-for-years/?tag=bnetdomain,Dofollow,"being used by BP to break up the oil spill","could ruin some seafood for years to come",". Not only are these dispersants toxic, but they also",404,"2020-09-12 20:38:57","2020-06-21 17:46:19"
5668,13,https://stories.avvo.com/consumer-protection/has-bp-poisoned-your-favorite-seafood.html,"Has BP Poisoned Your Favorite Seafood? - AvvoStories",45,26,https://www.cbsnews.com/8301-505123_162-44040932/gulf-oil-spill-how-bps-dispersants-may-contaminate-seafood-for-years/?tag=bnetdomain,Dofollow,"being used by BP to break up the oil spill","could ruin some seafood for years to come",". Not only are these dispersants toxic, but they also",404,"2020-09-11 08:27:19","2020-06-21 17:46:19"
5669,13,https://stories.avvo.com/consumer-protection/how-to-rid-your-mailbox-inbox-and-voicemail-of-spam.html,"How to Rid Your Mailbox, Inbox, and Voicemail of Spam - AvvoStories",50,21,https://dmachoice.thedma.org/dma/member/home.action,Dofollow,"a lot of direct mail. Another, similar site called the","Mail Preference Service","allows you to opt out of mail sent by the",404,"2020-10-01 02:59:43","2020-06-22 20:59:15"
5669,13,https://stories.avvo.com/consumer-protection/how-to-rid-your-mailbox-inbox-and-voicemail-of-spam.html,"How to Rid Your Mailbox, Inbox, and Voicemail of Spam - AvvoStories",50,21,https://www.directmail.com/directory/mail_preference/Default.aspx,Dofollow,"the environment. You can start by adding yourself to the","National Do Not Mail List","; it won’t get rid of everything, but allows you",404,"2020-09-27 18:10:01","2020-06-22 20:59:15"
5670,13,https://stories.avvo.com/consumer-protection/how-to-stay-on-top-of-safety-recall.html,"How to Stay on Top of Safety Recalls | NakedLaw",47,29,https://www.saferproducts.gov/,Dofollow,", you may report unsafe items to the CPSC at",SaferProducts.gov,.,404,"2020-09-22 04:05:09","2020-06-22 18:19:45"
5671,13,https://stories.avvo.com/consumer-protection/how-to-survive-being-hacked.html,"How to Survive Being Hacked - AvvoStories",47,20,http://www.switched.com/2011/02/24/what-to-do-email-account-hacked/,Dofollow,,"If it’s an email problem",", it may be that the hackers are “spoofing” your",404,"2020-09-26 23:14:18","2020-06-21 00:04:48"
5672,13,https://stories.avvo.com/consumer-protection/httpnakedlaw-avvo-com201004product-recall-madness-how-to-protect-yourself.html,"Product Recall Madness – How to Protect Yourself - AvvoStories",46,31,https://www.cpsc.gov/talk.html,Dofollow,"hotline at (800) 638-2772 or visit CPSC’s web site at",http://www.cpsc.gov/talk.html,,404,"2020-10-02 04:41:06","2020-06-21 00:43:40"
